video_id,start,end,bbox,fps,width,height,partition
j7fRIGphgtk,1015,1189,676-47-1003-373,24.0,1280,720,train
xHHb7R3kx40,21206,21397,757-212-1143-599,24.0,1920,1080,train
iFTWM7HV2UI,7478,7748,717-113-1191-589,24.0,1920,1080,train
2paoNvG5Nmo,49343,49566,852-240-1259-647,50.0,1920,1080,train
27lMmdmy-b8,21212,21393,443-59-788-404,30.0,1280,720,train
2VBkDNzeRZM,3897,4025,411-95-912-597,24.0,1920,1080,train
DsrxbqFo41k,2305,2660,445-34-823-411,24.0,1280,720,test
hokUdXYRe2Q,4140,4391,768-165-1192-588,30.0,1920,1080,train
UoMpbL_Fsig,3194,3328,423-57-751-385,24.0,1280,720,train
2wseM6wWd74,8329,8923,609-41-919-350,24.0,1280,720,train
vQILP19qABk,4223,4468,653-81-1021-450,30.0,1280,720,train
-7ORAKULel4,14254,14392,855-128-1318-592,25.0,1920,1080,train
I6xuJu7gLe0,8542,8850,288-132-761-606,24.0,1920,1080,train
kdqUhTnAgJU,19602,19930,676-62-993-380,30.0,1280,720,train
YUUP2MMz7PU,10820,10971,726-182-1138-595,24.0,1920,1080,train
Depn_GsxSqo,14520,14730,722-73-1243-593,24.0,1920,1080,test
21hgbMa_sVc,6761,6899,279-121-756-598,25.0,1920,1080,train
VJoQj00RZHg,1878,2012,505-98-818-411,25.0,1280,720,train
1k89OTpDvIU,379,508,740-63-1084-408,30.0,1280,720,train
UMhLBPPtlrY,7039,7334,693-85-1020-412,30.0,1280,720,test
aI8KiPiVLyY,7024,7793,508-105-812-409,24.0,1280,720,train
r-YXvkWLy-g,8994,9200,268-115-744-591,24.0,1920,1080,train
FqrLUtIFVjs,20245,20384,437-60-762-385,24.0,1280,720,train
y8ohTeRKVqs,10711,10938,391-80-928-616,24.0,1920,1080,train
1g-1_Y3fvUg,5582,5752,802-102-1281-580,24.0,1920,1080,train
xnfEBUI_YTE,7306,7441,583-132-1047-596,24.0,1920,1080,train
y7l5QHRY_AI,5121,5256,422-54-773-406,24.0,1280,720,train
ERSZb2wHFDw,2042,2331,798-185-1221-608,30.0,1920,1080,train
SF9qq6vQ3Pg,1887,2050,761-155-1207-601,24.0,1920,1080,train
I3BJVaioX_k,6305,6550,577-91-1105-619,25.0,1920,1080,train
iMFJef3xnmg,11312,11639,752-183-1176-607,30.0,1920,1080,train
360bU-vBJOI,11780,11947,838-179-1260-601,24.0,1920,1080,test
xHHb7R3kx40,16563,16747,793-80-1288-574,24.0,1920,1080,train
pyFcr2WcOyo,15311,15623,1117-252-1488-622,24.0,1920,1080,train
7a5NyUITbyk,10089,10284,979-101-1460-582,24.0,1920,1080,train
1fZ915L1w7I,11224,11372,831-214-1177-561,30.0,1920,1080,train
B43f89Y9f-A,6475,6766,595-233-1076-713,30.0,1920,1080,train
8UNCvk9YXOo,12271,12525,722-51-1242-572,24.0,1920,1080,train
lmyZMtPVodo,16106,16268,719-45-1047-373,24.0,1280,720,train
IyrcWMvu9ek,1087,1398,703-207-1113-617,30.0,1920,1080,test
v9EKV2nSU8w,3498,3692,983-92-1492-602,24.0,1920,1080,train
zamvnyBB-SU,10161,10442,1100-32-1665-596,24.0,1920,1080,train
UxLRv0FEndM,14337,14650,176-36-501-359,24.0,1280,720,train
8UNCvk9YXOo,13811,14011,650-50-1176-577,24.0,1920,1080,train
Uq3MCf_6HtI,5056,5193,1137-167-1662-691,24.0,1920,1080,train
0gks6ceq4eQ,4737,4870,1128-66-1659-597,24.0,1920,1080,test
oGlsUYGMYks,13337,13619,365-63-727-424,24.0,1280,720,train
ONs9FCY74p0,14774,14915,1146-157-1586-596,24.0,1920,1080,train
JKS7HWy2TRU,9526,9656,1021-162-1498-639,24.0,1920,1080,train
eemOZfsrKdg,7584,7919,462-142-864-544,25.0,1920,1080,train
AI7M-JTC6_w,4437,4643,1038-111-1531-604,24.0,1920,1080,train
a63t8r70QN0,19338,19510,199-259-549-609,30.0,1920,1080,train
-eBUcBfkVCo,37616,37807,431-168-753-491,30.0,1280,720,train
iMFJef3xnmg,12668,13553,783-153-1264-635,30.0,1920,1080,train
TLZ6W-Nqv1I,13173,13386,1032-75-1568-611,25.0,1920,1080,train
Ubbmje44gLg,12261,12772,921-161-1296-536,25.0,1920,1080,train
jAw8t2g-eVU,1308,1607,488-76-990-577,30.0,1920,1080,train
51k3UASQE5E,5090,5220,525-211-930-615,24.0,1920,1080,train
zMWYQRKuc5M,12618,12983,601-37-941-378,24.0,1280,720,train
iFTWM7HV2UI,29357,29510,696-113-1192-608,24.0,1920,1080,train
fO2htapfNhA,5827,6198,739-56-1241-558,24.0,1920,1080,train
08z_xW-szwM,10578,10874,678-271-1043-635,30.0,1920,1080,train
Juc_yvEkJuc,3265,3570,1156-132-1604-580,25.0,1920,1080,train
501FEzbB1JI,7199,7339,123-83-472-433,30.0,1280,720,train
xgW-0egOWVg,13239,13400,957-92-1434-569,24.0,1920,1080,train
bVV2Zk88beY,7966,8114,700-63-1025-388,30.0,1280,720,train
wzjVT07bcYA,13030,13181,1115-157-1608-650,24.0,1920,1080,train
P2AUat93a8Q,18396,18638,662-65-972-375,24.0,1280,720,train
CiLn-GrcuEs,14748,14903,1212-370-1593-750,30.0,1920,1080,train
esD6aaIjhek,3219,3545,529-55-858-384,30.0,1280,720,train
V1yW5IsnSjo,11245,11471,611-132-941-462,30.0,1280,720,train
_GMVTJ9ZKVc,462,666,535-46-890-402,30.0,1280,720,train
SF9qq6vQ3Pg,4021,4168,689-132-1190-633,24.0,1920,1080,train
KzIp4IzDPG0,9843,10044,688-118-1224-654,25.0,1920,1080,train
zamvnyBB-SU,5203,5390,1059-60-1561-562,24.0,1920,1080,train
vC1uxXvPG0Q,11520,11705,339-75-651-387,24.0,1280,720,train
77HUdJ7Tij0,3810,3979,1230-121-1689-581,25.0,1920,1080,train
QijH4UAqGD8,5293,5537,325-29-922-625,24.0,1920,1080,train
idfv7Lw4Y_s,11935,12118,930-98-1444-612,25.0,1920,1080,train
ONs9FCY74p0,11685,11818,1153-151-1591-588,24.0,1920,1080,train
r-YXvkWLy-g,6046,6181,345-116-827-599,24.0,1920,1080,train
A-OvJjAw2Jo,1037,1253,470-75-800-405,24.0,1280,720,train
pxEcvU0Vp_M,18605,18735,716-77-1235-596,30.0,1920,1080,train
Kc6hkHGHQQc,1709,1884,1062-88-1565-591,24.0,1920,1080,test
Rhcrbcg8HBw,9416,9616,1214-131-1626-543,24.0,1920,1080,train
hU-aTB-heU0,12892,13070,591-108-1093-610,30.0,1920,1080,train
jAw8t2g-eVU,9664,9949,578-88-1067-576,30.0,1920,1080,train
3aYWvujaT6M,6500,6725,543-64-899-419,30.0,1280,720,train
yLfCCcVDUiU,2784,3077,550-339-913-701,24.0,1920,1080,train
UoMpbL_Fsig,12024,12185,430-51-771-392,24.0,1280,720,train
51k3UASQE5E,13964,14106,508-199-962-652,24.0,1920,1080,train
aQsOmGflf1o,10131,10319,378-189-794-605,25.0,1920,1080,train
0JGarsZE1rk,4129,4305,300-52-830-581,24.0,1920,1080,train
eaCrsBtiYA4,10211,10442,370-87-950-667,24.0,1920,1080,train
y8ohTeRKVqs,9891,10058,364-76-900-611,24.0,1920,1080,train
U51MSK6nSQE,12147,12311,1225-59-1779-613,24.0,1920,1080,train
9RTkZaX1cH0,18692,18836,301-83-628-410,30.0,1280,720,train
wmMrZyVANUo,18707,18920,367-49-892-574,24.0,1920,1080,train
7uRPPaYuu44,6495,6641,148-81-640-572,24.0,1920,1080,train
t0Cr64zCc38,9488,9667,1124-118-1599-594,24.0,1920,1080,train
_QdPW8JrYzQ,1038,1185,399-38-775-413,25.0,1280,720,train
yMWlkJAqKYU,1400,1588,315-108-618-411,24.0,1280,720,test
ERSZb2wHFDw,2732,2879,780-174-1217-610,30.0,1920,1080,train
kmbui1xF8DE,9104,9337,1088-202-1511-625,25.0,1920,1080,train
7G4WI4oTC5A,16990,17136,638-105-1176-643,30.0,1920,1080,train
yNhu0MG_2MA,15508,15678,701-77-1155-530,24.0,1920,1080,train
51k3UASQE5E,6923,7105,481-201-908-629,24.0,1920,1080,train
o_U-_akINwQ,4468,4671,431-298-841-708,25.0,1920,1080,test
77HUdJ7Tij0,18717,18954,987-131-1426-570,25.0,1920,1080,train
l--QYXCecew,14583,14718,639-180-1081-621,25.0,1920,1080,train
8rZzHkpyPkc,6670,6815,650-66-994-410,25.0,1280,720,train
ERSZb2wHFDw,12868,13105,783-173-1224-614,30.0,1920,1080,train
uuatZO76MgQ,4778,4975,721-100-1186-565,30.0,1920,1080,train
2ix8JEqCJ1s,16359,16528,870-99-1431-658,24.0,1920,1080,train
2VBkDNzeRZM,7389,7532,313-62-893-641,24.0,1920,1080,train
YUUP2MMz7PU,15781,15939,776-183-1188-595,24.0,1920,1080,train
360bU-vBJOI,18018,18280,746-173-1174-601,24.0,1920,1080,test
3zJHwOwirjA,13513,13693,394-127-845-577,24.0,1920,1080,train
kaU7IPlg9PA,583,748,1147-131-1585-569,25.0,1920,1080,train
kmbui1xF8DE,5460,5660,683-133-1205-655,25.0,1920,1080,train
G88JZ1DIdg8,12398,12547,1100-101-1577-579,24.0,1920,1080,train
QeIrdqU0o9s,8359,8523,416-88-725-397,24.0,1280,720,train
yNhu0MG_2MA,21474,21753,652-84-1114-547,24.0,1920,1080,train
-7ORAKULel4,21686,21824,867-233-1280-648,25.0,1920,1080,train
rtcrqLWZr_0,4780,4953,688-74-1208-593,24.0,1920,1080,train
FDhlOovaGrI,12016,12191,375-59-719-403,24.0,1280,720,test
08z_xW-szwM,10369,10560,677-270-1048-641,30.0,1920,1080,train
jAw8t2g-eVU,19774,19983,632-129-1098-596,30.0,1920,1080,train
3zJHwOwirjA,15403,15918,255-140-752-639,24.0,1920,1080,train
kyaiTGmwxnU,3267,3658,448-51-850-452,24.0,1280,720,train
ER15KmrB8h8,1744,1924,743-56-1293-605,24.0,1920,1080,train
jM9Q3xP2iBo,17155,17284,464-78-831-444,25.0,1280,720,train
QijH4UAqGD8,6989,7168,307-41-887-622,24.0,1920,1080,train
4CGFPbFqdJ4,9268,9400,722-88-1191-558,24.0,1920,1080,train
i2l9v_seHCc,1452,1604,1232-149-1657-574,24.0,1920,1080,train
Juc_yvEkJuc,6474,6697,1111-97-1598-584,25.0,1920,1080,train
77HUdJ7Tij0,10456,10670,1247-114-1715-584,25.0,1920,1080,train
I3BJVaioX_k,10461,10664,627-89-1154-616,25.0,1920,1080,train
i2l9v_seHCc,4879,5228,1187-172-1612-598,24.0,1920,1080,train
aI8KiPiVLyY,4850,5431,459-80-822-443,24.0,1280,720,train
QijH4UAqGD8,4110,4372,302-65-838-601,24.0,1920,1080,train
kdAs3UVgIGg,2788,3025,1319-148-1751-581,25.0,1920,1080,train
CXy1byguvJY,13009,13279,877-68-1470-663,24.0,1920,1080,train
2K-P7Hv_Zwg,6605,6738,522-60-849-388,25.0,1280,720,train
0txtVkBUdSQ,3002,3213,448-97-764-414,24.0,1280,720,train
0gks6ceq4eQ,13288,13470,1029-71-1555-596,24.0,1920,1080,test
VJoQj00RZHg,8342,8614,422-86-741-405,25.0,1280,720,train
XAcARiiK5uY,11229,11481,464-48-837-421,30.0,1280,720,train
vC1uxXvPG0Q,10730,10873,348-76-651-379,24.0,1280,720,train
4n8qT0vQbWk,22484,22851,765-35-1131-400,30.0,1280,720,train
9RTkZaX1cH0,14094,14239,338-78-696-437,30.0,1280,720,train
3zJHwOwirjA,17383,17537,450-153-897-600,24.0,1920,1080,train
cUee1I69nFs,3334,3589,651-68-1228-644,25.0,1920,1080,train
tuvxXnQrRv8,1194,1332,1229-90-1794-656,25.0,1920,1080,train
i_wtaoHCw3k,16581,16720,288-125-755-592,25.0,1920,1080,train
kmbui1xF8DE,12681,12899,693-133-1214-653,25.0,1920,1080,train
8Dv2Hdf5TRg,5867,6000,681-74-1003-397,24.0,1280,720,test
kyaiTGmwxnU,4489,4858,470-74-800-403,24.0,1280,720,train
TdQ1eaZH-J8,20204,20372,269-84-626-442,30.0,1280,720,train
6pSMgmL7vF0,4495,4645,1153-43-1714-604,24.0,1920,1080,train
CTn0HYmMAYM,9198,9400,1055-207-1514-666,25.0,1920,1080,train
1g-1_Y3fvUg,4391,4527,950-89-1439-578,24.0,1920,1080,train
OEydHbngSz0,6238,6368,1094-101-1535-543,24.0,1920,1080,train
Cetg4gu0oQQ,9125,9306,591-59-1129-596,24.0,1920,1080,train
5zWmdHmJMd0,16525,16674,350-77-875-600,24.0,1920,1080,train
oEIYHTlbeLA,307,437,493-119-834-461,24.0,1280,720,train
bVV2Zk88beY,6417,6547,712-51-1044-383,30.0,1280,720,train
4tQee2_JgUo,473,607,403-154-812-563,25.0,1920,1080,train
zMWYQRKuc5M,11627,11919,620-41-953-374,24.0,1280,720,train
ni4FV5zL6lM,6740,6890,260-46-637-423,24.0,1280,720,train
KzIp4IzDPG0,9615,9834,650-104-1186-640,25.0,1920,1080,train
ClfBxWPkBKU,17815,18215,182-46-547-411,30.0,1280,720,train
DGvPfD1Dd1U,22944,23232,1150-107-1627-584,25.0,1920,1080,train
0B543Zkqq88,9602,9830,642-134-1116-608,25.0,1920,1080,train
XAcARiiK5uY,16833,17036,473-49-837-413,30.0,1280,720,train
pxEcvU0Vp_M,19076,19204,838-92-1346-599,30.0,1920,1080,train
cfzkBGgxXGE,25311,25497,198-247-586-635,30.0,1920,1080,test
iMFJef3xnmg,5282,5594,710-133-1220-644,30.0,1920,1080,train
40riCqvRoMs,14481,14662,447-71-765-389,24.0,1280,720,train
TSomH3iGgYY,5756,5885,1169-182-1608-621,24.0,1920,1080,train
0JGarsZE1rk,14546,14715,331-63-850-582,24.0,1920,1080,train
08z_xW-szwM,2054,2416,663-243-1071-651,30.0,1920,1080,train
51k3UASQE5E,14552,14689,510-179-938-607,24.0,1920,1080,train
2ju61VPdTzw,18567,18834,487-80-801-393,30.0,1280,720,train
7G4WI4oTC5A,16329,16522,717-101-1231-615,30.0,1920,1080,train
8DDgHq9ewOo,18753,19015,1057-67-1552-561,24.0,1920,1080,train
I3BJVaioX_k,22153,22288,596-94-1103-601,25.0,1920,1080,train
9RTkZaX1cH0,4429,4570,233-80-575-422,30.0,1280,720,train
cK74vhqzeeQ,4026,4382,474-57-788-371,25.0,1280,720,test
2paoNvG5Nmo,6802,6951,809-238-1215-644,50.0,1920,1080,train
1k89OTpDvIU,3607,3797,730-55-1086-411,30.0,1280,720,train
_7t6Ry4PlTo,637,873,1168-93-1683-609,25.0,1920,1080,train
eemOZfsrKdg,4397,4595,389-127-829-566,25.0,1920,1080,train
9RTkZaX1cH0,19531,19715,311-77-650-416,30.0,1280,720,train
kmbui1xF8DE,306,614,703-107-1244-649,25.0,1920,1080,train
oXeAWdHP0uY,8423,8742,669-86-1221-639,25.0,1920,1080,train
fO2htapfNhA,14414,14737,608-33-1152-576,24.0,1920,1080,train
ON4iy8hq2hM,886,1092,951-128-1446-622,24.0,1920,1080,train
w8mToWb9NC8,22257,22434,798-161-1138-500,30.0,1920,1080,train
UMhLBPPtlrY,14037,14172,278-72-594-388,30.0,1280,720,test
ClfBxWPkBKU,24359,24670,202-26-570-395,30.0,1280,720,train
tuvxXnQrRv8,6925,7053,1195-108-1708-621,25.0,1920,1080,train
HI7zfpitZpo,13405,13642,194-43-558-407,24.0,1280,720,train
pyFcr2WcOyo,14248,14729,1119-251-1492-623,24.0,1920,1080,train
Q6U69HbAF9Y,5821,6027,735-66-1074-406,24.0,1280,720,train
7Q59suYxIec,12729,12861,345-107-754-515,24.0,1920,1080,train
0B543Zkqq88,6366,6582,694-107-1192-604,25.0,1920,1080,train
2ix8JEqCJ1s,11591,11740,1075-65-1649-640,24.0,1920,1080,train
oEIYHTlbeLA,5148,5283,546-105-867-426,24.0,1280,720,train
4sZdcB6bjI8,11869,12053,491-52-824-384,30.0,1280,720,train
XAcARiiK5uY,16338,16468,475-53-825-403,30.0,1280,720,train
-nKdufEaL8k,3574,3710,303-118-688-503,25.0,1920,1080,train
uuatZO76MgQ,6718,6850,708-97-1174-563,30.0,1920,1080,train
bnvnBwP9sTo,2408,2584,585-87-929-431,24.0,1280,720,train
A_u2WFTfbcg,2185,2515,794-72-1328-606,24.0,1920,1080,train
3VTsIju1dLI,13066,13223,984-49-1570-635,24.0,1920,1080,train
iMFJef3xnmg,4596,4941,732-181-1175-625,30.0,1920,1080,train
4n8qT0vQbWk,5675,5828,591-78-899-386,30.0,1280,720,train
ER0G2S9r7aE,2620,2750,431-126-874-568,25.0,1920,1080,train
1AT5klu_yAQ,7129,7342,154-25-704-575,24.0,1920,1080,train
Kc6hkHGHQQc,2961,3098,1031-62-1582-612,24.0,1920,1080,test
1AT5klu_yAQ,8870,9033,181-68-644-530,24.0,1920,1080,train
JI-HzvXk5bk,1254,1438,718-52-1048-382,24.0,1280,720,train
0JGarsZE1rk,16617,16807,346-62-873-589,24.0,1920,1080,train
yNhu0MG_2MA,20159,20553,616-80-1087-551,24.0,1920,1080,train
jAw8t2g-eVU,15334,15576,503-100-1001-598,30.0,1920,1080,train
RjquHTj4HlY,3640,3820,1041-179-1489-627,24.0,1920,1080,train
LHmz_s981-g,1778,2000,348-39-942-633,24.0,1920,1080,train
jr5mTwfFh00,14054,14208,671-174-1030-532,24.0,1920,1080,test
pb--rJGgVIo,12541,12733,586-67-930-411,24.0,1280,720,train
I3BJVaioX_k,7190,7488,619-88-1142-611,25.0,1920,1080,train
xDKth-qS8Jk,17653,17802,1053-93-1525-564,25.0,1920,1080,train
SF9qq6vQ3Pg,10573,10706,779-150-1227-598,24.0,1920,1080,train
ni4FV5zL6lM,3380,3677,234-41-632-438,24.0,1280,720,train
TLZ6W-Nqv1I,4056,4187,990-83-1449-542,25.0,1920,1080,train
V1yW5IsnSjo,12359,12787,592-133-937-478,30.0,1280,720,train
0JGarsZE1rk,18755,19132,358-63-892-595,24.0,1920,1080,train
87qLWFZManA,17167,17298,922-136-1401-616,24.0,1920,1080,train
iMFJef3xnmg,18854,19091,828-186-1266-623,30.0,1920,1080,train
1fZ915L1w7I,17994,18208,887-222-1214-548,30.0,1920,1080,train
TLZ6W-Nqv1I,17655,17789,1038-141-1486-589,25.0,1920,1080,train
4CGFPbFqdJ4,10495,10664,771-88-1241-558,24.0,1920,1080,train
ER15KmrB8h8,5573,5740,683-85-1181-582,24.0,1920,1080,train
wmMrZyVANUo,10566,10727,358-48-888-578,24.0,1920,1080,train
360bU-vBJOI,10322,10527,769-175-1194-601,24.0,1920,1080,test
TLZ6W-Nqv1I,8126,8266,993-112-1454-573,25.0,1920,1080,train
8DDgHq9ewOo,22472,22751,1072-66-1562-556,24.0,1920,1080,train
9RTkZaX1cH0,18091,18256,342-84-675-418,30.0,1280,720,train
AI7M-JTC6_w,5097,5341,970-73-1539-642,24.0,1920,1080,train
08z_xW-szwM,8070,8330,658-243-1071-655,30.0,1920,1080,train
kmbui1xF8DE,14197,14491,687-120-1222-655,25.0,1920,1080,train
eemOZfsrKdg,12474,12745,668-95-1090-517,25.0,1920,1080,train
A2DzsgJSwcc,11748,11936,1079-72-1582-575,24.0,1920,1080,test
ERSZb2wHFDw,4499,4655,754-176-1215-636,30.0,1920,1080,train
360bU-vBJOI,2706,2962,708-176-1135-603,24.0,1920,1080,test
08z_xW-szwM,524,688,703-243-1103-644,30.0,1920,1080,train
aI8KiPiVLyY,11317,12130,462-75-821-434,24.0,1280,720,train
wKlMcLTqRLs,3326,3484,605-18-971-384,24.0,1280,720,train
B43f89Y9f-A,21903,22097,829-265-1215-651,30.0,1920,1080,train
cUee1I69nFs,1152,1366,708-107-1250-648,25.0,1920,1080,train
360bU-vBJOI,16433,16664,730-126-1245-642,24.0,1920,1080,test
Cetg4gu0oQQ,5753,5980,490-43-1030-583,24.0,1920,1080,train
tFfYh9THuGo,4539,4810,243-136-686-579,24.0,1920,1080,train
GIrfNWed1Mk,13696,13888,1219-181-1680-642,24.0,1920,1080,test
51k3UASQE5E,8759,8912,498-178-942-622,24.0,1920,1080,train
0DHywidLX6A,3962,4156,1077-127-1557-606,24.0,1920,1080,train
0txtVkBUdSQ,10584,10747,675-90-1074-488,24.0,1280,720,train
uuatZO76MgQ,9072,9237,1046-96-1524-574,30.0,1920,1080,train
iFTWM7HV2UI,30873,31674,706-59-1286-641,24.0,1920,1080,train
RKK7wGAYP6k,2156,2329,328-90-828-589,24.0,1920,1080,train
aQsOmGflf1o,11960,12103,344-216-713-585,25.0,1920,1080,train
ER0G2S9r7aE,1600,1848,347-81-883-618,25.0,1920,1080,train
kaU7IPlg9PA,5541,5876,1208-110-1648-550,25.0,1920,1080,train
OWiiA9hXbY8,2130,2377,221-73-663-516,24.0,1920,1080,train
GIBoCJeB3HQ,18129,18354,201-217-617-633,24.0,1920,1080,train
2paoNvG5Nmo,18330,18486,908-201-1373-665,50.0,1920,1080,train
eaCrsBtiYA4,18793,18951,332-70-872-610,24.0,1920,1080,train
fFJeTy1_8Ng,4461,4673,1200-123-1637-560,25.0,1920,1080,train
GIrfNWed1Mk,7291,7546,1196-175-1665-645,24.0,1920,1080,test
iqKYtA3pK1c,16888,17035,1075-143-1578-645,24.0,1920,1080,train
LHmz_s981-g,2935,3322,361-70-908-617,24.0,1920,1080,train
Juc_yvEkJuc,19559,19787,1055-64-1572-580,25.0,1920,1080,train
PrK0CifulU0,9975,10182,786-76-1098-390,24.0,1280,720,train
L7X17aash2s,19780,19951,948-190-1405-648,30.0,1920,1080,train
b4qVI780Jgw,2593,2759,1182-98-1662-579,24.0,1920,1080,train
SF9qq6vQ3Pg,3533,3748,719-115-1218-613,24.0,1920,1080,train
iMFJef3xnmg,25236,25373,919-187-1353-621,30.0,1920,1080,train
VM6HZqQKhok,23930,24104,563-115-1116-669,24.0,1920,1080,train
PrK0CifulU0,3012,3150,801-77-1120-396,24.0,1280,720,train
_7t6Ry4PlTo,20636,20850,1098-93-1610-604,25.0,1920,1080,train
Ubbmje44gLg,1615,1785,927-238-1299-609,25.0,1920,1080,train
kdqUhTnAgJU,17298,17427,507-47-848-388,30.0,1280,720,train
GIrfNWed1Mk,6747,6890,1141-178-1608-645,24.0,1920,1080,test
QijH4UAqGD8,3416,3605,407-77-908-578,24.0,1920,1080,train
3-UcGCnJ14c,2398,2612,1059-172-1471-583,24.0,1920,1080,train
MeKJK4uetL8,2078,2264,936-68-1464-594,25.0,1920,1080,train
F3mzS32SH2Q,14249,14517,437-245-835-643,25.0,1920,1080,train
g3vSYbT1Aco,14299,14433,598-96-1149-646,24.0,1920,1080,train
kaU7IPlg9PA,11679,12092,1180-108-1661-588,25.0,1920,1080,train
j-S03JfgHEA,7436,7603,769-83-1113-426,25.0,1280,720,train
v9EKV2nSU8w,4498,4747,958-70-1512-623,24.0,1920,1080,train
y8ohTeRKVqs,12926,13106,403-77-936-609,24.0,1920,1080,train
yLfCCcVDUiU,1031,1283,1297-312-1637-652,24.0,1920,1080,train
K926HAKRFvw,7722,7901,789-60-1098-369,25.0,1280,720,train
7a5NyUITbyk,8686,8861,984-61-1533-610,24.0,1920,1080,train
cK74vhqzeeQ,15612,15941,465-81-797-414,25.0,1280,720,test
lmyZMtPVodo,9703,9910,723-32-1144-453,24.0,1280,720,train
idfv7Lw4Y_s,4644,4834,733-124-1221-611,25.0,1920,1080,train
aQsOmGflf1o,14335,14490,345-212-741-608,25.0,1920,1080,train
PJLT0cAPNfs,5867,6038,1099-183-1530-615,24.0,1920,1080,train
ulYR5bpu68E,3266,3402,278-147-592-461,25.0,1280,720,train
25s8BCsSWuk,9105,9353,1168-118-1636-587,25.0,1920,1080,train
tFfYh9THuGo,3476,3609,417-139-858-580,24.0,1920,1080,train
BzeTjn0R2VY,10245,10420,849-60-1371-582,24.0,1920,1080,train
GIrfNWed1Mk,1508,1700,1195-174-1674-652,24.0,1920,1080,test
I3BJVaioX_k,14697,14869,625-97-1124-596,25.0,1920,1080,train
cK74vhqzeeQ,17081,17386,501-84-836-419,25.0,1280,720,test
BvpmZktlBFs,3041,3475,442-68-768-394,24.0,1280,720,train
yNhu0MG_2MA,21245,21397,627-85-1092-551,24.0,1920,1080,train
-2Dj9M71JAc,2968,3164,326-41-701-416,24.0,1280,720,train
iMFJef3xnmg,18359,18529,804-162-1271-629,30.0,1920,1080,train
JKsHhXwqDqM,29401,29533,663-58-1007-402,25.0,1280,720,test
1fZ915L1w7I,10844,10985,971-110-1390-529,30.0,1920,1080,train
HzAtOyw6ACw,1354,1562,957-130-1396-569,24.0,1920,1080,train
RZgkjEdMbSw,7727,7862,1088-111-1592-615,24.0,1920,1080,train
fO2htapfNhA,3816,3973,787-65-1276-554,24.0,1920,1080,train
yLfCCcVDUiU,17898,18095,1160-153-1511-504,24.0,1920,1080,train
iB4MS1hsWXU,14911,15238,974-101-1558-685,24.0,1920,1080,test
kvdHqS3ryw0,6983,7246,1251-172-1641-562,24.0,1920,1080,train
kmbui1xF8DE,14775,14991,637-149-1140-652,25.0,1920,1080,train
HzAtOyw6ACw,11460,11605,1216-90-1650-525,24.0,1920,1080,train
hs-YuHv0vUk,15589,15729,940-90-1450-601,24.0,1920,1080,train
1g-1_Y3fvUg,5374,5508,969-89-1475-595,24.0,1920,1080,train
27lMmdmy-b8,831,1005,445-56-793-403,30.0,1280,720,train
xDKth-qS8Jk,2066,2229,1144-147-1610-612,25.0,1920,1080,train
Qd5rAVHT6Vw,5345,5474,549-118-1024-593,24.0,1920,1080,train
0gks6ceq4eQ,23529,23757,1159-65-1676-581,24.0,1920,1080,test
XPDHY-jOQYA,1826,2074,1239-163-1680-604,25.0,1920,1080,train
KxDwieKpawg,4327,4485,709-64-1053-408,24.0,1280,720,train
U4gR_cd6xOc,9094,9315,400-78-831-508,24.0,1920,1080,train
jfqwHT3u1-8,2916,3149,456-62-789-394,25.0,1280,720,train
Dig_QFPPPtE,2199,2359,383-129-788-534,24.0,1920,1080,train
3zJHwOwirjA,10307,10436,245-145-738-638,24.0,1920,1080,train
oGlsUYGMYks,918,1193,384-79-728-423,24.0,1280,720,train
27lMmdmy-b8,8029,8366,436-45-790-399,30.0,1280,720,train
o_U-_akINwQ,16444,16586,295-286-725-717,25.0,1920,1080,test
dKq34EVggjI,4160,4301,932-86-1423-576,24.0,1920,1080,train
360bU-vBJOI,1981,2201,733-173-1161-601,24.0,1920,1080,test
uuatZO76MgQ,1058,1549,771-100-1234-563,30.0,1920,1080,train
tZYkjaKNr_o,2749,3013,685-33-1034-382,25.0,1280,720,train
BzeTjn0R2VY,11391,11533,527-15-1125-614,24.0,1920,1080,train
fO2htapfNhA,8569,8859,672-39-1202-569,24.0,1920,1080,train
BzeTjn0R2VY,1638,1777,155-63-702-611,24.0,1920,1080,train
0bRocfcPhHU,4094,4270,789-90-1101-402,24.0,1280,720,train
YUUP2MMz7PU,9621,9873,837-185-1246-594,24.0,1920,1080,train
0JGarsZE1rk,16045,16216,362-44-908-589,24.0,1920,1080,train
wxStlzunxCw,16214,16410,1021-177-1366-522,25.0,1920,1080,train
eemOZfsrKdg,1596,1764,377-141-796-560,25.0,1920,1080,train
9RTkZaX1cH0,5935,6132,227-91-559-423,30.0,1280,720,train
fO2htapfNhA,2165,2342,768-58-1278-568,24.0,1920,1080,train
4zLmWpMDY8Q,11122,11318,346-238-697-588,24.0,1920,1080,train
5zWmdHmJMd0,1383,1691,284-76-814-606,24.0,1920,1080,train
bVV2Zk88beY,6548,7177,706-52-1041-387,30.0,1280,720,train
9RTkZaX1cH0,6935,7182,283-80-628-426,30.0,1280,720,train
VJoQj00RZHg,3593,3833,524-92-859-427,25.0,1280,720,train
Qd5rAVHT6Vw,7440,7607,564-117-1049-600,24.0,1920,1080,train
_GMVTJ9ZKVc,24577,24806,418-31-808-419,30.0,1280,720,train
